sent	tags	final_label	final_annotation
On that evidence Mr Kentridge belongs in the inflammatory company of such artistprovocateurs as the Goya of the etchings the satirists of the Weimar Republic and the contemporary black American Kara Walker whose scandalous paper cutouts air the dirty laundry of the antebellum South with wicked glee	['O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	On that evidence Mr Kentridge belongs in the inflammatory company of such artistprovocateurs as the Goya of the etchings the satirists of the Weimar Republic and the contemporary black American Kara Walker whose scandalous paper cutouts air the dirty laundry of the antebellum South with wicked glee
On the night of this air attack one of DeWitts subordinates Maj Gen Joseph W Stilwell later to be the famous Vinegar Joe of the doomed campaigns in Burma and China wrote in pencil in a dimestore notebook that he used as a diary Fourth Army obviously meaning its headquarters kind of jittery	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'I-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'I-MOD', 'I-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	On the night of this air attack one of DeWitts subordinates Maj Gen Joseph W Stilwell later to be the famous Vinegar Joe of the doomed campaigns in Burma and China wrote in pencil in a dimestore notebook that he used as a diary Fourth Army obviously meaning its headquarters kind of jittery
Once Stolid and BigShouldered Now a Cinderella on the Lake	['O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	Once Stolid and BigShouldered Now a *Cinderella* on /the Lake/
Peter Marks reviews musical Sweeney Todd the Demon Barber of Fleet Street presented at Ahmanson Theater in Los Angeles under direction of Calvin Remsberg is based on book by Hugh Wheeler with music and lyrics by Stephen Sondheim photo M	['O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	Peter Marks reviews musical Sweeney Todd the Demon Barber of Fleet Street presented at Ahmanson Theater in Los Angeles under direction of Calvin Remsberg is based on book by Hugh Wheeler with music and lyrics by Stephen Sondheim photo M
Positioning itself as the latest reality show the XFL wanted the pyrotechnics of Survivor but the casts lack of showbiz charisma made it the deadly Big Brother of sports	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD']	1	Positioning itself as the latest reality show the XFL wanted the pyrotechnics of Survivor but the casts lack of showbiz charisma made |it| the deadly *Big Brother* of /sports/
Puebla is the Lyon of Mexico the city that the locals invariably bring up when a conversation turns to their countrys cuisine	['B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	|Puebla| is the *Lyon* of /Mexico/ the city that the locals invariably bring up when a conversation turns to their countrys cuisine
s for more than two months last summer the State Senate early this morning narrowly passed a Rube Goldbergtype of budget meant to get the recessionracked state government through another year	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	s for more than two months last summer the State Senate early this morning narrowly passed a *Rube Goldbergtype* of /budget/ meant to get the recessionracked state government through another year
She was a Richard Harding Davis in evening gown said one reporter watching her make news wherever she turned up	['B-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	|She| was a *Richard Harding Davis* in /evening gown/ said one reporter watching her make news wherever she turned up
Silvio Berlusconi hailed by many here as a kind of Ross Perot of Italy kicked off his election campaign last weekend at a large rally in Rome with flare and pomp clearly aimed at suggesting an American nominating convention	['B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	|Silvio Berlusconi| hailed by many here as a kind of *Ross Perot* of /Italy/ kicked off his election campaign last weekend at a large rally in Rome with flare and pomp clearly aimed at suggesting an American nominating convention
So its not altogether surprising that that most venerable publisher of art books Harry N Abrams Inc in partnership with the Wonderland Press has created a sort of Cliff Notes of art	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD']	1	So its not altogether surprising that that most venerable publisher of art books Harry N Abrams Inc in partnership with the Wonderland Press has created a sort of *Cliff Notes* of /art/
Sontag calls it the Don Quixote in me	['O', 'O', 'B-TRG', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD']	1	Sontag calls |it| the *Don Quixote* in /me/
South was Emily Seiden of Manhattan and whether she would have found this brilliant play will never be known	['B-TRG', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	South was Emily Seiden of Manhattan and whether she would have found this brilliant play will never be known
Still Watermark is a gracefully idiosyncratic work one that obliquely mingles the authors own selfportrait with that of this Penelope of a city weaving her patterns by day and undoing them by night with no Ulysses in sight	['O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	Still Watermark is a gracefully idiosyncratic work one that obliquely mingles the authors own selfportrait with that of this *Penelope* of /a city/ weaving her patterns by day and undoing them by night with no Ulysses in sight
Such a system is seen by many frustrated users as the Holy Grail of computing	['B-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD']	1	|Such a system| is seen by many frustrated users as the *Holy Grail* of /computing/
SWEENEY TODD The Demon Barber of Fleet Street	['O', 'I-TRG', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	0	SWEENEY TODD The Demon Barber of Fleet Street
Thanks to its ability to perform in waters as deep as 10000 feet the Deepwater Millennium is considered the Cadillac of oil and gas exploration allowing companies to find energy resources in remote or deep locations that were until recently considered out of reach	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	Thanks to its ability to perform in waters as deep as 10000 feet |the Deepwater Millennium| is considered the *Cadillac* of /oil and gas exploration/ allowing companies to find energy resources in remote or deep locations that were until recently considered out of reach
Thanksgiving Day editorial by Gail Collins pays tribute to Sarah Josepha Hale who helped give nation Thanskgiving Day because she wanted holiday that took place on womens home turf recalls Hale as Martha Stewart of preCivil War era offering all sorts of domestic advice in hugely popular magazine Godeys Ladys Book	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	Thanksgiving Day editorial by Gail Collins pays tribute to Sarah Josepha Hale who helped give nation Thanskgiving Day because she wanted holiday that took place on womens home turf recalls |Hale| as *Martha Stewart* of /preCivil War era/ offering all sorts of domestic advice in hugely popular magazine Godeys Ladys Book
The article was a sort of Mr Blackwell of cinema with dubious sorts trotted out to trash a random group of beloved and acclaimed actors directors writers and one composer	['B-TRG', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	|The article| was a sort of *Mr Blackwell* of /cinema/ with dubious sorts trotted out to trash a random group of beloved and acclaimed actors directors writers and one composer
The Blue Parrot is a festive funky Margaritaville of sombreros steer heads cactus cowboy artifacts posters parrots and casual outdoor eating	['B-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	|The Blue Parrot| is a festive funky *Margaritaville* of /sombreros steer heads cactus cowboy artifacts posters parrots and casual outdoor eating/
The book J R Ackerleys My Dog Tulip has merited a chapter excerpt and a review from Dr Dog in The Bark a canine quarterly based in Berkeley Calif that likes to consider itself The New Yorker of dog magazines	['O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	The book J R Ackerleys My Dog Tulip has merited a chapter excerpt and a review from Dr Dog in |The Bark| a canine quarterly based in Berkeley Calif that likes to consider itself *The New Yorker* of /dog magazines/
The deal will increase pressure on Cisco which had all but proclaimed itself the Microsoft of networking because the one product area Cisco lacks the No	['O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	The deal will increase pressure on |Cisco| which had all but proclaimed itself the *Microsoft* of /networking/ because the one product area Cisco lacks the No
The much anticipated excellent MattaClark retrospective that just opened at the Whitney recalls this charismatic Pied Piper of experimentalism from the frontier days of what came to be called SoHo which he helped establish as a lively art community	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-TRG', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	The much anticipated excellent MattaClark retrospective that just opened at the Whitney recalls this charismatic *Pied Piper* of /experimentalism/ from the frontier days of what came to be called SoHo which he helped establish as a lively art community
The prince in this rehearsal was Jacques dAmboise a 54yearold former star of the New York City Ballet and known in the arts community as the citys Pied Piper of Dance a title that describes his efforts over 13 years to bring dance to schoolchildren	['O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	The prince in this rehearsal was |Jacques dAmboise| a 54yearold former star of the New York City Ballet and known in the arts community as the citys *Pied Piper* of /Dance/ a title that describes his efforts over 13 years to bring dance to schoolchildren
The question of how the John Rockers of the world should be handled illuminates the impediments of teaching managerial ethics	['O', 'O', 'O', 'O', 'O', 'O', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	The question of how the John Rockers of the world should be handled illuminates the impediments of teaching managerial ethics
The scene recalls an age when Shanghai was known as the Paris of the East	['O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	The scene recalls an age when |Shanghai| was known as the *Paris* of /the East/
The South player was Kitty Bethe of Manhattan and she was delighted with the reprieve	['O', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	The South player was Kitty Bethe of Manhattan and she was delighted with the reprieve
The unspeakable in full pursuit of the uneatable wrote Oscar Wilde of fox hunting	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	0	The unspeakable in full pursuit of the uneatable wrote Oscar Wilde of fox hunting
The working mother is the Ironside of the moment	['B-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	1	|The working mother| is the *Ironside* of /the moment/
Their success has been led by Prachanda 48 who has managed to deepen the support for his movement by portraying himself as a Nepalese Robin Hood facing down corrupt and ineffective governments	['O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'O', 'I-MOD', 'I-MOD', 'I-MOD', 'I-MOD']	1	Their success has been led by |Prachanda| 48 who has managed to deepen the support for his movement by portraying himself as a /Nepalese/ *Robin Hood* facing down corrupt and ineffective governments
There Joseph Beuys the charismatic artistguru in his signature gray felt hat enthralled a generation of students at the fabled Dusseldorf Academy and became the Pied Piper of postwar German aesthetic renewal as the critic Robert Hughes once dubbed him	['O', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	There |Joseph Beuys| the charismatic artistguru in his signature gray felt hat enthralled a generation of students at the fabled Dusseldorf Academy and became the *Pied Piper* of /postwar German aesthetic renewal/ as the critic Robert Hughes once dubbed him
They amount to a kind of Reefer Madness of jazz a compendium of hysterical misperceptions	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O']	1	|They| amount to a kind of *Reefer Madness* of /jazz/ a compendium of hysterical misperceptions
They have been like that the Alphonse and Gaston of Middle East diplomacy for many months	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD', 'O', 'O', 'O']	1	|They| have been like that the *Alphonse and Gaston* of /Middle East diplomacy/ for many months
They see some of these guys as the da Vincis and van Goghs of their world	['O', 'O', 'B-TRG', 'I-TRG', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD']	1	They see |some of these guys| as the *da Vincis* and *van Goghs* of /their world/
This product is the Cadillac of the microcomputer world	['B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'I-MOD']	1	|This product| is the *Cadillac* of /the microcomputer world/
This work begins with the insight first made by Ronald H Coase in a 1937 paper that would help win him the Nobel in economic science 54 years later that making and enforcing contracts isnt cost free	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	This work begins with the insight first made by Ronald H Coase in a 1937 paper that would help win him the Nobel in economic science 54 years later that making and enforcing contracts isnt cost free
To aid and comfort its ruling class an interstellar society known as the Polite Harmony of Worlds breeds genetically altered servants known as toolmen	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'O', 'O', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	To aid and comfort its ruling class an interstellar society known as the Polite Harmony of Worlds breeds genetically altered servants known as toolmen
To be able to say to the Saddam Husseins of the world or the Iranians dont dare threaten our friends	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	0	To be able to say to the Saddam Husseins of the world or the Iranians dont dare threaten our friends
We may have some choice as to what recipe we concoct for the bitter medicine said Mr Wojnilower often called Dr Doom on Wall Street but leaving out any one ingredient means having to include more of the others	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	We may have some choice as to what recipe we concoct for the bitter medicine said |Mr Wojnilower| often called *Dr Doom* on /Wall Street/ but leaving out any one ingredient means having to include more of the others
What I wanted to do Maradona explained to reporters and fans was show that I am the Diego of the people	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD']	0	What I wanted to do Maradona explained to reporters and fans was show that I am the Diego of the people
Whats mystifying is not why the George Burns and Gracie Allen of basketball are still together after all these years who else could live with Stocktons crewcut ways but Malone and who else could deal with Malones attention needs but Stockton	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-TRG', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	Whats mystifying is not why the *George Burns* and *Gracie Allen* of /basketball/ are still together after all these years who else could live with Stocktons crewcut ways but Malone and who else could deal with Malones attention needs but Stockton
When I conceived this I wanted it to be the RollsRoyce of Laundromats he said	['O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O']	1	When I conceived this I wanted |it| to be the *RollsRoyce* of /Laundromats/ he said
When not lending their mixing machine to relatives the owners at Pizza Lady make large quantities for their business where the menu says Soupy the Cadillac of sausages	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'B-SRC', 'O', 'B-MOD']	1	When not lending their mixing machine to relatives the owners at Pizza Lady make large quantities for their business where the menu says |Soupy| the *Cadillac* of /sausages/
While Atlantic salmon angling is the polo of the sport the Pacific salmon fishing that Marlin Gibbs demonstrates in this cassette is no more glamorous than taking carp on cheese balls	['O', 'B-TRG', 'I-TRG', 'I-TRG', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	While |Atlantic salmon angling| is the *polo* of /the sport/ the Pacific salmon fishing that Marlin Gibbs demonstrates in this cassette is no more glamorous than taking carp on cheese balls
Whoever becomes the next president will have a hard time restoring the luster to a country whose commercial capital Abidjan was once called the Paris of Africa	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TRG', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD']	1	Whoever becomes the next president will have a hard time restoring the luster to a country whose commercial capital |Abidjan| was once called the *Paris* of /Africa/
Will it be led by the Pied Piper of top players John McEnroe or will the USTA	['O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'I-SRC', 'O', 'B-MOD', 'I-MOD', 'B-TRG', 'I-TRG', 'O', 'O', 'O', 'O']	1	Will it be led by the *Pied Piper* of /top players/ |John McEnroe| or will the USTA
Yet with the help of an influx of tourists parts of Buenos Aires which used to style itself the Paris of Latin America still twinkle like the City of Light	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SRC', 'O', 'B-MOD', 'I-MOD', 'O', 'O', 'O', 'O', 'O', 'O', 'O']	1	Yet with the help of an influx of tourists parts of |Buenos Aires| which used to style itself the *Paris* of /Latin America/ still twinkle like the City of Light
You couldnt call him Forest Sawyer of Arabia	['O', 'O', 'O', 'B-TRG', 'B-SRC', 'I-SRC', 'O', 'B-MOD']	0	You couldnt call him Forest Sawyer of Arabia